x1,x2
-7.6890544303503345,6.620346490372816
-9.576513834092841,-6.934404459793758
6.829681769445774,1.1648713985855805
-2.9013057761849077,7.550771180066203
-5.678413268987326,-7.288184966297498
-6.049291374607025,-7.736193419184814
-6.278243218367216,7.227463015774053
-6.6091703653714315,-6.930347702725084
3.572258406845507,1.8307901989194386
-7.504445768846949,-6.854018543065113
3.9933059519855747,0.891621680326337
-1.3506020440453461,8.19360380984661
6.772912210884368,0.021081884418230112
-1.9383071123595832,10.14985176837892
-6.589852334254857,-4.804708794630508
5.698303323077689,0.21443019751761772
-2.581207744633084,10.017819026090345
-9.961049778198309,7.705932661682754
-8.756043767360586,8.389003290564055
-3.6155325970587784,7.818079504117651
3.24131126240896,2.536138920631303
-2.300334028047995,7.054616004318546
5.216435799283868,2.284419838484268
-7.27280372740167,7.2577726544257155
-9.284761371186539,7.517612908397011
-6.485175048772973,-7.301094074096209
-7.134604408572125,-5.376116604693258
-8.052527597985177,7.748980477283668
-8.571277490766752,8.21315371112214
-1.5551958595595479,9.66567737950412
-6.912380461367269,-7.423534364409711
-1.6966718006585522,10.370526156769145
-3.4997339481834384,8.44798839859555
-3.837383671951181,9.211147364067445
-6.508481317779961,-7.484094779991767
-7.11857523801768,-7.787673255317545
3.81765844066167,2.2168568954326444
3.033432515970529,2.176633319807955
-8.887791466288443,7.998342407665307
-7.8540053581594265,7.1095340712731945
-7.869232011409851,-7.005896513375594
5.9453576433824304,1.9941735255734911
-2.728869510890262,9.371398699710069
-1.7181656760097033,8.104898673403582
-0.36525353372742453,9.648205150516333
6.2848465497293855,1.7241336443843536
4.5275507865372715,1.752200084407509
5.351493714316991,0.8485275921028628
-7.592472973828435,-6.77367936558405
-9.35593905567218,7.547310867137601
-8.720501422482915,-8.159686560011648
-3.110904235282147,10.86656431270726
-9.670683329740239,7.794938471885107
-6.361968170682147,-7.6058534064294125
4.981634812005261,3.8493405231566182
-3.5220287433871738,9.328533460793595
-2.409546257965109,8.510810474082122
-8.928063450923236,8.763640130948176
-6.59965856483145,-8.005598640574323
-10.182778267670287,6.404870969014505
-9.355616206736382,8.732870355684284
-1.9941623558440904,9.52807207911053
-7.53146329895343,-6.832710921959532
-8.742206979695027,6.861247626793661
4.390914687749028,2.9447406348950875
-7.990203036617099,-5.127839149852324
-6.241034732373896,-8.541629655544906
-9.290634075885087,4.899643588869747
4.70968092121812,1.5878560870789717
-6.831105563206443,-7.711059709686984
4.5253389909754835,3.2109859959141938
-6.6440126330427045,-6.10924439938898
-5.711845129491463,-6.625688749974733
-8.710223341725222,6.642471258023822
-3.2395642547698866,9.230744717780297
-9.51472005869528,9.124463348409519
-1.6956804056830803,7.7834218117643665
-7.453289198031507,-7.426968534516339
5.052810290503726,1.4094451311367573
-3.3559913411211553,7.499438903512457
-6.553494168909152,-8.131223169661249
5.2639986532802565,2.601515193205012
-7.670101646596582,-6.4086412361399505
-1.3663748085377296,9.766219160885095
-10.422230580121735,8.083937571643
-10.36385292756075,6.631614845617459
-9.39352728332921,9.204679984939293
-8.192843575494935,9.486777638804163
4.086229530880919,0.7752917913518835
-2.147561598005116,8.369166373593197
-8.647228688616106,7.369959463654852
-6.349823013235987,-5.438540972618046
3.6338614547283994,0.7589810711529998
-6.79303740367837,-7.0357868286680265
4.972192848207693,1.2246831473841784
-9.28451118985079,5.433982184553172
-1.68713746305826,10.911079110852269
3.6583701851801504,2.435273158204003
-2.147802017544336,10.55232269466429
-7.9976842076472865,6.670898936196313
